"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"1980-03-03","34.0","16.0","0.00","0.00","2.00"
"1980-03-04","26.0","7.0","0.03","0.50","1.00"
"1980-03-05","17.0","-1.0","0.00","0.00","2.00"
"1980-03-06","23.0","6.0","0.09","2.40","2.00"
"1980-03-07","25.0","2.0","T","T","4.00"
"1980-03-08","33.0","5.0","0.00","0.00","4.00"
"1980-03-09","39.0","14.0","0.06","0.90","3.00"
"1980-03-10","37.0","7.0","0.02","0.30","3.00"
"1980-03-11","20.0","1.0","T","T","3.00"
"1980-03-12","32.0","16.0","0.05","1.10","3.00"
"1980-03-13","33.0","19.0","0.21","2.50","6.00"
"1980-03-14","35.0","9.0","0.00","0.00","5.00"
"1980-03-15","44.0","26.0","0.00","0.00","5.00"
"1980-03-16","43.0","25.0","0.24","0.10","3.00"
"1980-03-17","34.0","19.0","0.00","0.00","1.00"
"1980-03-18","46.0","23.0","0.00","0.00","1.00"
"1980-03-19","55.0","39.0","0.00","0.00","T"
"1980-03-20","45.0","30.0","0.00","0.00","T"
"1980-03-21","36.0","22.0","0.00","0.00","T"
"1980-03-22","28.0","24.0","0.18","2.80","0.00"
"1980-03-23","36.0","27.0","0.06","1.40","4.00"
"1980-03-24","38.0","24.0","T","T","T"
"1980-03-25","43.0","18.0","0.00","0.00","T"
"1980-03-26","45.0","28.0","0.01","T","T"
"1980-03-27","39.0","33.0","0.17","1.70","1.00"
"1980-03-28","42.0","36.0","0.00","0.00","T"
"1980-03-29","49.0","31.0","0.00","0.00","0.00"
"1980-03-30","51.0","29.0","0.00","0.00","0.00"
"1980-03-31","56.0","27.0","0.00","0.00","0.00"
"1980-04-01","51.0","33.0","0.00","0.00","0.00"
"1980-04-02","60.0","28.0","0.00","0.00","0.00"
"1980-04-03","46.0","34.0","0.09","0.90","0.00"
"1980-04-04","55.0","29.0","0.00","0.00","0.00"
"1980-04-05","62.0","30.0","0.00","0.00","0.00"
"1980-04-06","64.0","44.0","0.03","0.00","0.00"
"1980-04-07","56.0","42.0","0.04","0.00","0.00"
"1980-04-08","42.0","32.0","0.48","5.00","0.00"
"1980-04-09","32.0","28.0","0.19","2.60","4.00"
"1980-04-10","36.0","27.0","T","T","6.00"
"1980-04-11","45.0","24.0","0.00","0.00","4.00"
"1980-04-12","46.0","29.0","0.00","0.00","1.00"
"1980-04-13","38.0","28.0","T","T","T"
"1980-04-14","54.0","24.0","0.00","0.00","T"
"1980-04-15","57.0","38.0","T","0.00","0.00"
"1980-04-16","62.0","34.0","0.00","0.00","0.00"
"1980-04-17","72.0","39.0","0.00","0.00","0.00"
"1980-04-18","75.0","44.0","0.00","0.00","0.00"
"1980-04-19","80.0","50.0","0.00","0.00","0.00"
"1980-04-20","83.0","45.0","0.00","0.00","0.00"
"1980-04-21","95.0","52.0","0.00","0.00","0.00"
"1980-04-22","90.0","53.0","0.00","0.00","0.00"
"1980-04-23","64.0","42.0","0.00","0.00","0.00"
"1980-04-24","60.0","31.0","0.00","0.00","0.00"
"1980-04-25","57.0","41.0","T","0.00","0.00"
"1980-04-26","58.0","47.0","0.00","0.00","0.00"
"1980-04-27","74.0","42.0","0.00","0.00","0.00"
"1980-04-28","69.0","39.0","0.00","0.00","0.00"
"1980-04-29","69.0","44.0","T","0.00","0.00"
"1980-04-30","79.0","49.0","0.00","0.00","0.00"
"1980-05-01","80.0","47.0","0.00","0.00","0.00"
"1980-05-02","81.0","48.0","0.00","0.00","0.00"
"1980-05-03","88.0","46.0","0.00","0.00","0.00"
"1980-05-04","88.0","54.0","0.00","0.00","0.00"
"1980-05-05","74.0","52.0","T","0.00","0.00"
"1980-05-06","61.0","42.0","0.00","0.00","0.00"
"1980-05-07","50.0","37.0","0.00","0.00","0.00"
"1980-05-08","60.0","41.0","0.00","0.00","0.00"
"1980-05-09","71.0","36.0","T","0.00","0.00"
"1980-05-10","65.0","44.0","0.14","0.00","0.00"
"1980-05-11","60.0","38.0","0.00","0.00","0.00"
"1980-05-12","66.0","38.0","0.10","0.00","0.00"
"1980-05-13","56.0","43.0","0.03","0.00","0.00"
"1980-05-14","61.0","39.0","T","0.00","0.00"
"1980-05-15","65.0","31.0","0.00","0.00","0.00"
"1980-05-16","68.0","45.0","T","0.00","0.00"
"1980-05-17","59.0","51.0","0.57","0.00","0.00"
"1980-05-18","63.0","47.0","0.03","0.00","0.00"
"1980-05-19","78.0","42.0","0.00","0.00","0.00"
"1980-05-20","80.0","49.0","0.00","0.00","0.00"
"1980-05-21","83.0","53.0","0.00","0.00","0.00"
"1980-05-22","86.0","57.0","0.00","0.00","0.00"
"1980-05-23","85.0","58.0","0.00","0.00","0.00"
"1980-05-24","84.0","58.0","0.00","0.00","0.00"
"1980-05-25","87.0","63.0","0.00","0.00","0.00"
"1980-05-26","86.0","66.0","0.00","0.00","0.00"
"1980-05-27","88.0","64.0","0.00","0.00","0.00"
"1980-05-28","93.0","62.0","0.01","0.00","0.00"
"1980-05-29","80.0","62.0","1.20","0.00","0.00"
"1980-05-30","67.0","59.0","0.21","0.00","0.00"
"1980-05-31","76.0","52.0","T","0.00","0.00"
"1980-06-01","72.0","58.0","0.93","0.00","0.00"
"1980-06-02","71.0","52.0","T","0.00","0.00"
"1980-06-03","80.0","51.0","0.00","0.00","0.00"
"1980-06-04","80.0","62.0","0.06","0.00","0.00"
"1980-06-05","80.0","59.0","2.53","0.00","0.00"
"1980-06-06","81.0","58.0","0.00","0.00","0.00"
"1980-06-07","72.0","54.0","1.39","0.00","0.00"
"1980-06-08","71.0","45.0","0.00","0.00","0.00"
"1980-06-09","78.0","57.0","T","0.00","0.00"
"1980-06-10","72.0","49.0","0.00","0.00","0.00"
"1980-06-11","81.0","51.0","0.00","0.00","0.00"
"1980-06-12","78.0","61.0","0.36","0.00","0.00"
"1980-06-13","81.0","63.0","T","0.00","0.00"
"1980-06-14","85.0","60.0","0.00","0.00","0.00"
"1980-06-15","69.0","51.0","0.00","0.00","0.00"
"1980-06-16","73.0","46.0","0.00","0.00","0.00"
"1980-06-17","82.0","55.0","0.00","0.00","0.00"
"1980-06-18","79.0","54.0","0.24","0.00","0.00"
"1980-06-19","73.0","50.0","0.00","0.00","0.00"
"1980-06-20","76.0","51.0","T","0.00","0.00"
"1980-06-21","88.0","58.0","0.00","0.00","0.00"
"1980-06-22","86.0","65.0","0.00","0.00","0.00"
"1980-06-23","88.0","65.0","0.00","0.00","0.00"
"1980-06-24","79.0","67.0","0.00","0.00","0.00"
"1980-06-25","92.0","64.0","0.00","0.00","0.00"
"1980-06-26","88.0","72.0","0.00","0.00","0.00"
"1980-06-27","73.0","60.0","0.01","0.00","0.00"
"1980-06-28","83.0","55.0","0.00","0.00","0.00"
"1980-06-29","67.0","54.0","0.00","0.00","0.00"
"1980-06-30","82.0","49.0","0.00","0.00","0.00"
"1980-07-01","80.0","61.0","0.00","0.00","0.00"
"1980-07-02","80.0","51.0","0.00","0.00","0.00"
"1980-07-03","86.0","55.0","0.00","0.00","0.00"
"1980-07-04","90.0","62.0","T","0.00","0.00"
"1980-07-05","79.0","64.0","0.00","0.00","0.00"
"1980-07-06","87.0","60.0","0.00","0.00","0.00"
"1980-07-07","98.0","72.0","0.00","0.00","0.00"
"1980-07-08","84.0","62.0","0.00","0.00","0.00"
"1980-07-09","91.0","65.0","0.00","0.00","0.00"
"1980-07-10","98.0","67.0","0.00","0.00","0.00"
"1980-07-11","100.0","72.0","0.30","0.00","0.00"
"1980-07-12","92.0","69.0","0.00","0.00","0.00"
"1980-07-13","92.0","66.0","T","0.00","0.00"
"1980-07-14","99.0","79.0","0.02","0.00","0.00"
"1980-07-15","95.0","66.0","1.15","0.00","0.00"
"1980-07-16","86.0","64.0","0.00","0.00","0.00"
"1980-07-17","90.0","62.0","0.03","0.00","0.00"
"1980-07-18","85.0","66.0","T","0.00","0.00"
"1980-07-19","89.0","63.0","0.05","0.00","0.00"
"1980-07-20","81.0","64.0","0.01","0.00","0.00"
"1980-07-21","82.0","62.0","0.00","0.00","0.00"
"1980-07-22","78.0","57.0","0.00","0.00","0.00"
"1980-07-23","82.0","56.0","0.00","0.00","0.00"
"1980-07-24","92.0","60.0","0.60","0.00","0.00"
"1980-07-25","83.0","66.0","0.06","0.00","0.00"
"1980-07-26","76.0","59.0","0.00","0.00","0.00"
"1980-07-27","84.0","55.0","0.00","0.00","0.00"
"1980-07-28","84.0","66.0","0.08","0.00","0.00"
"1980-07-29","85.0","57.0","0.00","0.00","0.00"
"1980-07-30","87.0","69.0","T","0.00","0.00"
"1980-07-31","85.0","63.0","0.00","0.00","0.00"
"1980-08-01","92.0","59.0","T","0.00","0.00"
"1980-08-02","83.0","64.0","0.39","0.00","0.00"
"1980-08-03","85.0","57.0","0.06","0.00","0.00"
"1980-08-04","79.0","63.0","0.06","0.00","0.00"
"1980-08-05","82.0","62.0","0.00","0.00","0.00"
"1980-08-06","89.0","61.0","0.01","0.00","0.00"
"1980-08-07","89.0","67.0","0.22","0.00","0.00"
"1980-08-08","82.0","65.0","0.60","0.00","0.00"
"1980-08-09","73.0","60.0","T","0.00","0.00"
"1980-08-10","79.0","63.0","0.05","0.00","0.00"
"1980-08-11","79.0","61.0","0.00","0.00","0.00"
"1980-08-12","81.0","54.0","0.03","0.00","0.00"
"1980-08-13","77.0","64.0","0.02","0.00","0.00"
"1980-08-14","80.0","56.0","0.00","0.00","0.00"
"1980-08-15","78.0","59.0","0.00","0.00","0.00"
"1980-08-16","66.0","56.0","0.26","0.00","0.00"
"1980-08-17","76.0","58.0","0.03","0.00","0.00"
"1980-08-18","87.0","54.0","0.00","0.00","0.00"
"1980-08-19","88.0","66.0","0.08","0.00","0.00"
"1980-08-20","84.0","68.0","0.29","0.00","0.00"
"1980-08-21","81.0","60.0","T","0.00","0.00"
"1980-08-22","84.0","54.0","0.00","0.00","0.00"
"1980-08-23","80.0","67.0","0.07","0.00","0.00"
"1980-08-24","82.0","68.0","T","0.00","0.00"
"1980-08-25","90.0","69.0","0.03","0.00","0.00"
"1980-08-26","73.0","58.0","0.35","0.00","0.00"
"1980-08-27","68.0","58.0","T","0.00","0.00"
"1980-08-28","75.0","61.0","T","0.00","0.00"
"1980-08-29","88.0","67.0","0.00","0.00","0.00"
"1980-08-30","78.0","56.0","0.36","0.00","0.00"
"1980-08-31","62.0","55.0","0.35","0.00","0.00"
"1980-09-01","74.0","58.0","0.01","0.00","0.00"
"1980-09-02","74.0","55.0","0.00","0.00","0.00"
"1980-09-03","88.0","64.0","0.67","0.00","0.00"
"1980-09-04","75.0","55.0","0.00","0.00","0.00"
"1980-09-05","79.0","52.0","0.00","0.00","0.00"
"1980-09-06","79.0","54.0","0.00","0.00","0.00"
"1980-09-07","83.0","63.0","0.00","0.00","0.00"
"1980-09-08","93.0","67.0","T","0.00","0.00"
"1980-09-09","71.0","51.0","0.00","0.00","0.00"
"1980-09-10","75.0","44.0","0.00","0.00","0.00"
"1980-09-11","59.0","52.0","1.65","0.00","0.00"
"1980-09-12","71.0","56.0","T","0.00","0.00"
"1980-09-13","69.0","58.0","T","0.00","0.00"
"1980-09-14","59.0","55.0","T","0.00","0.00"
"1980-09-15","73.0","54.0","0.04","0.00","0.00"
"1980-09-16","61.0","41.0","0.06","0.00","0.00"
"1980-09-17","61.0","38.0","T","0.00","0.00"
"1980-09-18","60.0","47.0","T","0.00","0.00"
"1980-09-19","82.0","46.0","0.44","0.00","0.00"
"1980-09-20","65.0","54.0","0.71","0.00","0.00"
"1980-09-21","62.0","51.0","T","0.00","0.00"
"1980-09-22","63.0","42.0","0.00","0.00","0.00"
"1980-09-23","58.0","34.0","T","0.00","0.00"
"1980-09-24","68.0","49.0","0.05","0.00","0.00"
"1980-09-25","54.0","38.0","0.04","0.00","0.00"
"1980-09-26","58.0","31.0","0.00","0.00","0.00"
"1980-09-27","62.0","41.0","0.00","0.00","0.00"
"1980-09-28","63.0","44.0","0.01","0.00","0.00"
"1980-09-29","64.0","53.0","T","0.00","0.00"
"1980-09-30","72.0","47.0","0.00","0.00","0.00"
"1980-10-01","67.0","48.0","0.00","0.00","0.00"
"1980-10-02","52.0","42.0","0.01","0.00","0.00"
"1980-10-03","48.0","36.0","T","0.00","0.00"
"1980-10-04","54.0","35.0","0.01","0.00","0.00"
"1980-10-05","62.0","32.0","0.00","0.00","0.00"
"1980-10-06","71.0","43.0","0.00","0.00","0.00"
"1980-10-07","84.0","47.0","0.00","0.00","0.00"
"1980-10-08","73.0","48.0","0.00","0.00","0.00"
"1980-10-09","72.0","46.0","0.00","0.00","0.00"
"1980-10-10","61.0","43.0","0.00","0.00","0.00"
"1980-10-11","49.0","33.0","0.00","0.00","0.00"
"1980-10-12","49.0","24.0","0.00","0.00","0.00"
"1980-10-13","47.0","34.0","T","0.00","0.00"
"1980-10-14","44.0","41.0","T","0.00","0.00"
"1980-10-15","55.0","40.0","0.00","0.00","0.00"
"1980-10-16","63.0","47.0","0.28","0.00","0.00"
"1980-10-17","58.0","41.0","T","0.00","0.00"
"1980-10-18","41.0","35.0","0.03","T","0.00"
"1980-10-19","54.0","30.0","0.00","0.00","0.00"
"1980-10-20","61.0","40.0","0.00","0.00","0.00"
"1980-10-21","54.0","35.0","0.00","0.00","0.00"
"1980-10-22","49.0","31.0","T","0.00","0.00"
"1980-10-23","50.0","40.0","0.33","0.00","0.00"
"1980-10-24","42.0","35.0","T","0.00","0.00"
"1980-10-25","36.0","33.0","T","T","0.00"
"1980-10-26","42.0","24.0","0.00","0.00","0.00"
"1980-10-27","41.0","25.0","0.00","0.00","0.00"
"1980-10-28","41.0","22.0","0.00","0.00","0.00"
"1980-10-29","45.0","19.0","0.00","0.00","0.00"
"1980-10-30","59.0","33.0","0.00","0.00","0.00"
"1980-10-31","55.0","34.0","0.00","0.00","0.00"
"1980-11-01","43.0","29.0","0.00","0.00","0.00"
"1980-11-02","53.0","32.0","0.00","0.00","0.00"
"1980-11-03","57.0","41.0","0.02","0.00","0.00"
"1980-11-04","51.0","38.0","0.00","0.00","0.00"
"1980-11-05","54.0","27.0","0.00","0.00","0.00"
"1980-11-06","63.0","38.0","0.00","0.00","0.00"
"1980-11-07","49.0","38.0","0.02","0.00","0.00"
"1980-11-08","62.0","40.0","T","0.00","0.00"
"1980-11-09","48.0","34.0","0.00","0.00","0.00"
"1980-11-10","37.0","22.0","0.00","0.00","0.00"
"1980-11-11","39.0","31.0","0.00","0.00","0.00"
"1980-11-12","44.0","36.0","0.13","0.00","0.00"
"1980-11-13","40.0","32.0","0.02","0.10","0.00"
"1980-11-14","36.0","28.0","0.00","0.00","0.00"
"1980-11-15","42.0","22.0","0.00","0.00","0.00"
"1980-11-16","47.0","28.0","0.00","0.00","0.00"
"1980-11-17","35.0","22.0","0.00","0.00","0.00"
"1980-11-18","41.0","15.0","0.00","0.00","0.00"
"1980-11-19","51.0","21.0","0.00","0.00","0.00"
"1980-11-20","44.0","29.0","0.01","T","0.00"
"1980-11-21","49.0","19.0","0.00","0.00","0.00"
"1980-11-22","58.0","39.0","0.00","0.00","0.00"
"1980-11-23","41.0","24.0","T","0.00","0.00"
"1980-11-24","31.0","14.0","0.00","0.00","0.00"
"1980-11-25","41.0","14.0","0.00","0.00","0.00"
"1980-11-26","47.0","17.0","0.00","0.00","0.00"
"1980-11-27","40.0","22.0","0.00","0.00","0.00"
"1980-11-28","31.0","22.0","0.06","0.80","0.00"
"1980-11-29","42.0","30.0","T","T","T"
"1980-11-30","50.0","26.0","0.00","0.00","0.00"
"1980-12-01","31.0","7.0","0.03","0.40","0.00"
"1980-12-02","13.0","3.0","T","T","T"
"1980-12-03","24.0","7.0","0.00","0.00","T"
"1980-12-04","35.0","20.0","0.00","0.00","T"
"1980-12-05","37.0","33.0","0.01","0.00","T"
"1980-12-06","38.0","33.0","0.01","0.00","0.00"
"1980-12-07","34.0","24.0","0.07","0.60","T"
"1980-12-08","24.0","10.0","0.00","0.00","1.00"
"1980-12-09","26.0","9.0","0.04","0.60","T"
"1980-12-10","10.0","3.0","T","T","1.00"
"1980-12-11","17.0","2.0","T","T","1.00"
"1980-12-12","49.0","15.0","T","T","1.00"
"1980-12-13","29.0","4.0","0.00","0.00","0.00"
"1980-12-14","30.0","18.0","0.00","0.00","0.00"
"1980-12-15","31.0","16.0","T","T","0.00"
"1980-12-16","31.0","24.0","T","T","T"
"1980-12-17","45.0","27.0","0.00","0.00","T"
"1980-12-18","27.0","-1.0","T","T","0.00"
"1980-12-19","5.0","-6.0","0.00","0.00","0.00"
"1980-12-20","8.0","-8.0","0.00","0.00","0.00"
"1980-12-21","20.0","3.0","0.01","0.10","0.00"
"1980-12-22","31.0","17.0","0.02","0.20","T"
"1980-12-23","27.0","12.0","0.05","0.90","T"
"1980-12-24","12.0","-9.0","T","T","1.00"
"1980-12-25","16.0","-12.0","T","T","1.00"
"1980-12-26","21.0","12.0","T","T","1.00"
"1980-12-27","29.0","13.0","0.00","0.00","1.00"
"1980-12-28","34.0","26.0","T","0.00","T"
"1980-12-29","35.0","21.0","0.00","0.00","T"
"1980-12-30","45.0","25.0","0.00","0.00","T"
"1980-12-31","34.0","30.0","T","T","0.00"
"1981-01-01","32.0","13.0","0.04","0.40","T"
"1981-01-02","18.0","5.0","T","T","T"
"1981-01-03","5.0","-8.0","0.00","0.00","T"
"1981-01-04","6.0","-13.0","0.00","0.00","T"
"1981-01-05","28.0","1.0","0.00","0.00","T"
"1981-01-06","29.0","2.0","0.09","1.00","1.00"
"1981-01-07","6.0","-8.0","0.00","0.00","1.00"
"1981-01-08","14.0","0.0","0.00","0.00","1.00"
"1981-01-09","11.0","-4.0","T","T","1.00"
"1981-01-10","6.0","-7.0","0.01","0.10","1.00"
"1981-01-11","15.0","-11.0","T","T","1.00"
"1981-01-12","41.0","10.0","T","T","1.00"
"1981-01-13","31.0","13.0","0.02","0.30","T"
"1981-01-14","30.0","16.0","0.03","0.50","1.00"
"1981-01-15","17.0","2.0","T","T","1.00"
"1981-01-16","16.0","-1.0","0.00","0.00","1.00"
"1981-01-17","40.0","5.0","0.00","0.00","1.00"
"1981-01-18","46.0","14.0","0.00","0.00","T"
"1981-01-19","44.0","16.0","0.00","0.00","T"
"1981-01-20","38.0","14.0","0.00","0.00","T"
"1981-01-21","42.0","20.0","0.00","0.00","T"
"1981-01-22","47.0","15.0","0.00","0.00","T"
"1981-01-23","48.0","17.0","0.00","0.00","T"
"1981-01-24","57.0","25.0","0.00","0.00","0.00"
"1981-01-25","52.0","32.0","T","T","0.00"
"1981-01-26","35.0","24.0","T","T","T"
"1981-01-27","24.0","9.0","0.02","0.30","T"
"1981-01-28","20.0","5.0","T","T","T"
"1981-01-29","22.0","4.0","0.00","0.00","T"
"1981-01-30","30.0","2.0","0.00","0.00","T"
"1981-01-31","32.0","20.0","0.09","2.00","T"
"1981-02-01","25.0","-2.0","0.11","1.60","3.00"
"1981-02-02","2.0","-7.0","T","T","3.00"
"1981-02-03","13.0","-8.0","0.00","0.00","3.00"
"1981-02-04","9.0","-5.0","0.00","0.00","3.00"
"1981-02-05","26.0","3.0","0.02","0.30","3.00"
"1981-02-06","26.0","10.0","0.11","1.60","3.00"
"1981-02-07","27.0","8.0","0.11","1.90","5.00"
"1981-02-08","14.0","5.0","T","0.20","6.00"
"1981-02-09","8.0","-4.0","0.02","0.40","6.00"
"1981-02-10","2.0","-12.0","0.07","1.40","7.00"
"1981-02-11","1.0","-20.0","0.00","0.00","8.00"
"1981-02-12","13.0","-2.0","0.03","0.30","8.00"
"1981-02-13","37.0","-1.0","T","T","7.00"
"1981-02-14","42.0","15.0","0.00","0.00","5.00"
"1981-02-15","50.0","37.0","T","0.00","4.00"
"1981-02-16","60.0","35.0","0.00","0.00","T"
"1981-02-17","55.0","33.0","0.00","0.00","T"
"1981-02-18","58.0","35.0","T","0.00","0.00"
"1981-02-19","57.0","33.0","0.00","0.00","0.00"
"1981-02-20","57.0","27.0","0.00","0.00","0.00"
"1981-02-21","42.0","33.0","0.50","2.10","0.00"
"1981-02-22","40.0","33.0","0.06","0.20","1.00"
"1981-02-23","43.0","30.0","0.10","1.00","T"
"1981-02-24","47.0","26.0","0.00","0.00","T"
"1981-02-25","39.0","24.0","0.00","0.00","0.00"
"1981-02-26","37.0","22.0","0.00","0.00","0.00"
"1981-02-27","34.0","32.0","1.01","T","0.00"
"1981-02-28","34.0","28.0","T","T","0.00"
"1981-03-01","42.0","23.0","0.00","0.00","0.00"
"1981-03-02","29.0","16.0","0.00","0.00","0.00"
"1981-03-03","42.0","15.0","0.00","0.00","0.00"
"1981-03-04","34.0","21.0","0.00","0.00","0.00"
"1981-03-05","38.0","17.0","T","T","0.00"
"1981-03-06","30.0","15.0","T","T","T"
"1981-03-07","40.0","13.0","0.00","0.00","0.00"
"1981-03-08","44.0","19.0","0.00","0.00","0.00"
"1981-03-09","43.0","27.0","0.00","0.00","0.00"
"1981-03-10","42.0","27.0","0.01","0.10","0.00"
"1981-03-11","53.0","23.0","0.00","0.00","0.00"
"1981-03-12","54.0","32.0","0.00","0.00","0.00"
"1981-03-13","41.0","28.0","0.00","0.00","0.00"
"1981-03-14","61.0","20.0","T","0.00","0.00"
"1981-03-15","55.0","29.0","0.00","0.00","0.00"
"1981-03-16","52.0","20.0","0.00","0.00","0.00"
"1981-03-17","41.0","27.0","0.00","0.00","0.00"
"1981-03-18","39.0","22.0","0.00","0.00","0.00"
"1981-03-19","43.0","25.0","0.00","0.00","0.00"
"1981-03-20","45.0","21.0","0.00","0.00","0.00"
"1981-03-21","49.0","25.0","0.00","0.00","0.00"
"1981-03-22","56.0","26.0","0.00","0.00","0.00"
"1981-03-23","58.0","32.0","0.00","0.00","0.00"
"1981-03-24","60.0","33.0","0.00","0.00","0.00"
"1981-03-25","59.0","37.0","0.20","T","0.00"
"1981-03-26","48.0","36.0","0.00","0.00","0.00"
"1981-03-27","58.0","33.0","0.00","0.00","0.00"
"1981-03-28","75.0","48.0","0.09","0.00","0.00"
"1981-03-29","64.0","46.0","0.35","0.00","0.00"
"1981-03-30","50.0","38.0","0.01","0.00","0.00"
"1981-03-31","62.0","38.0","0.05","0.00","0.00"
"1981-04-01","52.0","37.0","0.03","0.00","0.00"
"1981-04-02","78.0","36.0","0.00","0.00","0.00"
"1981-04-03","58.0","38.0","0.08","0.00","0.00"
"1981-04-04","38.0","31.0","0.40","1.70","1.00"
"1981-04-05","47.0","27.0","0.00","0.00","1.00"
"1981-04-06","60.0","28.0","0.00","0.00","0.00"
"1981-04-07","63.0","44.0","T","0.00","0.00"
"1981-04-08","62.0","43.0","T","0.00","0.00"
"1981-04-09","68.0","35.0","T","0.00","0.00"
"1981-04-10","71.0","45.0","T","0.00","0.00"
"1981-04-11","55.0","42.0","0.03","0.00","0.00"
"1981-04-12","67.0","41.0","0.00","0.00","0.00"
"1981-04-13","57.0","38.0","0.18","0.00","0.00"
"1981-04-14","47.0","29.0","0.00","0.00","0.00"
"1981-04-15","63.0","29.0","0.00","0.00","0.00"
"1981-04-16","61.0","44.0","0.01","0.00","0.00"
"1981-04-17","72.0","42.0","0.00","0.00","0.00"
"1981-04-18","61.0","32.0","0.03","0.00","0.00"
"1981-04-19","60.0","38.0","0.10","0.00","0.00"
"1981-04-20","50.0","32.0","0.00","0.00","0.00"
"1981-04-21","49.0","38.0","0.26","T","0.00"
"1981-04-22","57.0","43.0","0.42","0.00","0.00"
"1981-04-23","44.0","40.0","0.14","0.00","0.00"
"1981-04-24","57.0","40.0","0.00","0.00","0.00"
"1981-04-25","61.0","37.0","T","0.00","0.00"
"1981-04-26","70.0","45.0","0.00","0.00","0.00"
"1981-04-27","74.0","51.0","0.13","0.00","0.00"
"1981-04-28","56.0","46.0","0.00","0.00","0.00"
"1981-04-29","62.0","45.0","0.26","0.00","0.00"
"1981-04-30","65.0","41.0","0.10","0.00","0.00"
"1981-05-01","60.0","38.0","0.00","0.00","0.00"
"1981-05-02","73.0","44.0","T","0.00","0.00"
"1981-05-03","73.0","59.0","0.93","0.00","0.00"
"1981-05-04","64.0","51.0","0.22","0.00","0.00"
"1981-05-05","64.0","49.0","0.01","0.00","0.00"
