"Date","Maximum Temperature degrees (F)","Minimum Temperature degrees (F)","Precipitation (inches)","Snow (inches)","Snow Depth (inches)"
"1960-03-19","35.0","22.0","0.00","0.00","1.00"
"1960-03-20","30.0","17.0","0.00","0.00","1.00"
"1960-03-21","41.0","16.0","0.00","0.00","T"
"1960-03-22","27.0","11.0","0.00","0.00","T"
"1960-03-23","35.0","22.0","T","T","T"
"1960-03-24","24.0","9.0","0.00","0.00","T"
"1960-03-25","23.0","12.0","0.07","1.40","T"
"1960-03-26","43.0","15.0","T","T","1.00"
"1960-03-27","58.0","34.0","0.00","0.00","T"
"1960-03-28","53.0","30.0","0.00","0.00","0.00"
"1960-03-29","59.0","41.0","0.41","0.00","0.00"
"1960-03-30","49.0","33.0","0.01","T","0.00"
"1960-03-31","42.0","27.0","0.00","0.00","0.00"
"1960-04-01","45.0","34.0","0.17","T","0.00"
"1960-04-02","44.0","37.0","0.10","0.00","0.00"
"1960-04-03","47.0","34.0","0.00","0.00","0.00"
"1960-04-04","51.0","33.0","T","T","0.00"
"1960-04-05","47.0","28.0","0.00","0.00","0.00"
"1960-04-06","58.0","30.0","0.00","0.00","0.00"
"1960-04-07","51.0","31.0","T","0.00","0.00"
"1960-04-08","37.0","24.0","0.00","0.00","0.00"
"1960-04-09","40.0","20.0","0.00","0.00","0.00"
"1960-04-10","52.0","21.0","0.00","0.00","0.00"
"1960-04-11","64.0","39.0","T","0.00","0.00"
"1960-04-12","71.0","33.0","0.49","0.00","0.00"
"1960-04-13","68.0","48.0","0.20","0.00","0.00"
"1960-04-14","66.0","42.0","0.00","0.00","0.00"
"1960-04-15","65.0","37.0","T","0.00","0.00"
"1960-04-16","60.0","34.0","0.02","0.00","0.00"
"1960-04-17","47.0","31.0","0.00","0.00","0.00"
"1960-04-18","55.0","23.0","T","0.00","0.00"
"1960-04-19","71.0","42.0","0.00","0.00","0.00"
"1960-04-20","63.0","43.0","T","0.00","0.00"
"1960-04-21","79.0","35.0","0.00","0.00","0.00"
"1960-04-22","85.0","53.0","0.00","0.00","0.00"
"1960-04-23","80.0","55.0","0.20","0.00","0.00"
"1960-04-24","58.0","39.0","T","0.00","0.00"
"1960-04-25","48.0","38.0","0.60","0.00","0.00"
"1960-04-26","53.0","36.0","0.00","0.00","0.00"
"1960-04-27","50.0","29.0","0.00","0.00","0.00"
"1960-04-28","44.0","36.0","0.11","0.00","0.00"
"1960-04-29","52.0","38.0","0.15","0.00","0.00"
"1960-04-30","49.0","30.0","0.00","0.00","0.00"
"1960-05-01","66.0","31.0","0.00","0.00","0.00"
"1960-05-02","63.0","42.0","0.03","0.00","0.00"
"1960-05-03","64.0","40.0","0.03","0.00","0.00"
"1960-05-04","60.0","47.0","0.04","0.00","0.00"
"1960-05-05","57.0","47.0","0.01","0.00","0.00"
"1960-05-06","50.0","40.0","0.00","0.00","0.00"
"1960-05-07","57.0","32.0","0.00","0.00","0.00"
"1960-05-08","59.0","28.0","0.00","0.00","0.00"
"1960-05-09","53.0","34.0","0.04","T","0.00"
"1960-05-10","59.0","40.0","T","T","0.00"
"1960-05-11","66.0","34.0","0.00","0.00","0.00"
"1960-05-12","73.0","31.0","0.00","0.00","0.00"
"1960-05-13","79.0","42.0","0.00","0.00","0.00"
"1960-05-14","84.0","51.0","0.00","0.00","0.00"
"1960-05-15","80.0","44.0","0.00","0.00","0.00"
"1960-05-16","62.0","52.0","0.46","0.00","0.00"
"1960-05-17","72.0","48.0","0.00","0.00","0.00"
"1960-05-18","69.0","50.0","0.12","0.00","0.00"
"1960-05-19","72.0","57.0","0.24","0.00","0.00"
"1960-05-20","71.0","60.0","0.61","0.00","0.00"
"1960-05-21","61.0","54.0","0.87","0.00","0.00"
"1960-05-22","75.0","55.0","0.00","0.00","0.00"
"1960-05-23","80.0","48.0","0.00","0.00","0.00"
"1960-05-24","75.0","53.0","0.00","0.00","0.00"
"1960-05-25","72.0","56.0","0.03","0.00","0.00"
"1960-05-26","63.0","57.0","0.66","0.00","0.00"
"1960-05-27","62.0","55.0","T","0.00","0.00"
"1960-05-28","65.0","54.0","0.04","0.00","0.00"
"1960-05-29","70.0","54.0","0.01","0.00","0.00"
"1960-05-30","77.0","49.0","T","0.00","0.00"
"1960-05-31","75.0","52.0","T","0.00","0.00"
"1960-06-01","76.0","52.0","0.00","0.00","0.00"
"1960-06-02","81.0","50.0","T","0.00","0.00"
"1960-06-03","74.0","52.0","T","0.00","0.00"
"1960-06-04","70.0","49.0","T","0.00","0.00"
"1960-06-05","69.0","45.0","0.00","0.00","0.00"
"1960-06-06","65.0","41.0","0.00","0.00","0.00"
"1960-06-07","71.0","41.0","0.00","0.00","0.00"
"1960-06-08","76.0","48.0","0.00","0.00","0.00"
"1960-06-09","80.0","56.0","0.11","0.00","0.00"
"1960-06-10","75.0","57.0","0.18","0.00","0.00"
"1960-06-11","64.0","54.0","0.00","0.00","0.00"
"1960-06-12","74.0","57.0","0.00","0.00","0.00"
"1960-06-13","80.0","57.0","0.00","0.00","0.00"
"1960-06-14","81.0","53.0","0.02","0.00","0.00"
"1960-06-15","77.0","59.0","0.03","0.00","0.00"
"1960-06-16","66.0","45.0","1.18","0.00","0.00"
"1960-06-17","74.0","42.0","T","0.00","0.00"
"1960-06-18","83.0","57.0","T","0.00","0.00"
"1960-06-19","80.0","51.0","0.00","0.00","0.00"
"1960-06-20","68.0","54.0","0.34","0.00","0.00"
"1960-06-21","67.0","55.0","0.06","0.00","0.00"
"1960-06-22","79.0","42.0","0.00","0.00","0.00"
"1960-06-23","71.0","53.0","0.22","0.00","0.00"
"1960-06-24","74.0","51.0","0.00","0.00","0.00"
"1960-06-25","79.0","52.0","0.00","0.00","0.00"
"1960-06-26","85.0","61.0","0.00","0.00","0.00"
"1960-06-27","84.0","68.0","T","0.00","0.00"
"1960-06-28","78.0","63.0","0.94","0.00","0.00"
"1960-06-29","78.0","57.0","0.00","0.00","0.00"
"1960-06-30","67.0","57.0","T","0.00","0.00"
"1960-07-01","76.0","49.0","T","0.00","0.00"
"1960-07-02","80.0","62.0","0.15","0.00","0.00"
"1960-07-03","71.0","55.0","0.00","0.00","0.00"
"1960-07-04","73.0","49.0","0.00","0.00","0.00"
"1960-07-05","74.0","57.0","0.09","0.00","0.00"
"1960-07-06","78.0","52.0","0.00","0.00","0.00"
"1960-07-07","82.0","53.0","0.00","0.00","0.00"
"1960-07-08","85.0","58.0","0.00","0.00","0.00"
"1960-07-09","77.0","65.0","0.72","0.00","0.00"
"1960-07-10","77.0","64.0","0.00","0.00","0.00"
"1960-07-11","84.0","65.0","0.04","0.00","0.00"
"1960-07-12","83.0","65.0","0.35","0.00","0.00"
"1960-07-13","76.0","58.0","0.04","0.00","0.00"
"1960-07-14","77.0","53.0","0.00","0.00","0.00"
"1960-07-15","84.0","58.0","0.00","0.00","0.00"
"1960-07-16","84.0","66.0","T","0.00","0.00"
"1960-07-17","81.0","64.0","0.33","0.00","0.00"
"1960-07-18","84.0","59.0","0.00","0.00","0.00"
"1960-07-19","86.0","58.0","0.01","0.00","0.00"
"1960-07-20","92.0","65.0","0.00","0.00","0.00"
"1960-07-21","95.0","73.0","0.00","0.00","0.00"
"1960-07-22","92.0","73.0","0.00","0.00","0.00"
"1960-07-23","86.0","67.0","0.00","0.00","0.00"
"1960-07-24","91.0","70.0","0.00","0.00","0.00"
"1960-07-25","91.0","63.0","0.18","0.00","0.00"
"1960-07-26","88.0","60.0","0.00","0.00","0.00"
"1960-07-27","90.0","60.0","0.00","0.00","0.00"
"1960-07-28","92.0","57.0","T","0.00","0.00"
"1960-07-29","87.0","64.0","0.02","0.00","0.00"
"1960-07-30","77.0","54.0","0.00","0.00","0.00"
"1960-07-31","86.0","49.0","0.00","0.00","0.00"
"1960-08-01","88.0","61.0","0.02","0.00","0.00"
"1960-08-02","94.0","74.0","0.00","0.00","0.00"
"1960-08-03","88.0","68.0","0.06","0.00","0.00"
"1960-08-04","87.0","63.0","0.00","0.00","0.00"
"1960-08-05","79.0","65.0","0.68","0.00","0.00"
"1960-08-06","85.0","63.0","T","0.00","0.00"
"1960-08-07","83.0","61.0","0.00","0.00","0.00"
"1960-08-08","82.0","57.0","0.02","0.00","0.00"
"1960-08-09","78.0","58.0","0.02","0.00","0.00"
"1960-08-10","79.0","53.0","0.00","0.00","0.00"
"1960-08-11","86.0","53.0","0.00","0.00","0.00"
"1960-08-12","90.0","62.0","0.00","0.00","0.00"
"1960-08-13","88.0","64.0","0.00","0.00","0.00"
"1960-08-14","74.0","50.0","0.00","0.00","0.00"
"1960-08-15","73.0","47.0","0.00","0.00","0.00"
"1960-08-16","87.0","60.0","0.00","0.00","0.00"
"1960-08-17","85.0","69.0","0.34","0.00","0.00"
"1960-08-18","80.0","68.0","0.12","0.00","0.00"
"1960-08-19","80.0","68.0","0.19","0.00","0.00"
"1960-08-20","80.0","66.0","0.00","0.00","0.00"
"1960-08-21","84.0","61.0","0.00","0.00","0.00"
"1960-08-22","87.0","62.0","0.00","0.00","0.00"
"1960-08-23","87.0","66.0","0.00","0.00","0.00"
"1960-08-24","83.0","71.0","T","0.00","0.00"
"1960-08-25","80.0","64.0","1.51","0.00","0.00"
"1960-08-26","77.0","58.0","0.00","0.00","0.00"
"1960-08-27","72.0","59.0","0.26","0.00","0.00"
"1960-08-28","71.0","56.0","0.77","0.00","0.00"
"1960-08-29","78.0","48.0","0.00","0.00","0.00"
"1960-08-30","83.0","61.0","0.00","0.00","0.00"
"1960-08-31","90.0","73.0","0.00","0.00","0.00"
"1960-09-01","92.0","73.0","0.00","0.00","0.00"
"1960-09-02","92.0","73.0","0.00","0.00","0.00"
"1960-09-03","92.0","73.0","0.00","0.00","0.00"
"1960-09-04","88.0","73.0","0.00","0.00","0.00"
"1960-09-05","94.0","73.0","T","0.00","0.00"
"1960-09-06","95.0","69.0","0.00","0.00","0.00"
"1960-09-07","87.0","58.0","1.00","0.00","0.00"
"1960-09-08","74.0","57.0","0.71","0.00","0.00"
"1960-09-09","68.0","51.0","0.00","0.00","0.00"
"1960-09-10","73.0","47.0","0.00","0.00","0.00"
"1960-09-11","67.0","53.0","0.00","0.00","0.00"
"1960-09-12","60.0","44.0","T","0.00","0.00"
"1960-09-13","64.0","45.0","0.00","0.00","0.00"
"1960-09-14","72.0","47.0","T","0.00","0.00"
"1960-09-15","74.0","46.0","0.00","0.00","0.00"
"1960-09-16","64.0","55.0","0.09","0.00","0.00"
"1960-09-17","66.0","47.0","T","0.00","0.00"
"1960-09-18","52.0","43.0","0.62","0.00","0.00"
"1960-09-19","60.0","47.0","T","0.00","0.00"
"1960-09-20","74.0","51.0","0.00","0.00","0.00"
"1960-09-21","74.0","55.0","0.14","0.00","0.00"
"1960-09-22","63.0","53.0","0.04","0.00","0.00"
"1960-09-23","57.0","49.0","0.47","0.00","0.00"
"1960-09-24","58.0","47.0","0.62","0.00","0.00"
"1960-09-25","71.0","40.0","0.00","0.00","0.00"
"1960-09-26","72.0","49.0","0.00","0.00","0.00"
"1960-09-27","65.0","38.0","0.00","0.00","0.00"
"1960-09-28","60.0","39.0","0.05","0.00","0.00"
"1960-09-29","51.0","38.0","0.05","0.00","0.00"
"1960-09-30","56.0","36.0","0.00","0.00","0.00"
"1960-10-01","63.0","42.0","0.00","0.00","0.00"
"1960-10-02","60.0","38.0","0.00","0.00","0.00"
"1960-10-03","64.0","31.0","0.00","0.00","0.00"
"1960-10-04","70.0","40.0","0.00","0.00","0.00"
"1960-10-05","73.0","48.0","0.00","0.00","0.00"
"1960-10-06","67.0","39.0","0.00","0.00","0.00"
"1960-10-07","69.0","37.0","0.00","0.00","0.00"
"1960-10-08","72.0","43.0","0.00","0.00","0.00"
"1960-10-09","75.0","43.0","0.00","0.00","0.00"
"1960-10-10","79.0","41.0","0.00","0.00","0.00"
"1960-10-11","70.0","56.0","0.00","0.00","0.00"
"1960-10-12","81.0","57.0","0.02","0.00","0.00"
"1960-10-13","71.0","48.0","0.00","0.00","0.00"
"1960-10-14","68.0","48.0","0.00","0.00","0.00"
"1960-10-15","61.0","37.0","0.00","0.00","0.00"
"1960-10-16","71.0","35.0","0.00","0.00","0.00"
"1960-10-17","55.0","39.0","0.00","0.00","0.00"
"1960-10-18","55.0","28.0","T","0.00","0.00"
"1960-10-19","33.0","23.0","T","T","0.00"
"1960-10-20","39.0","18.0","0.00","0.00","0.00"
"1960-10-21","53.0","19.0","0.00","0.00","0.00"
"1960-10-22","62.0","37.0","T","0.00","0.00"
"1960-10-23","51.0","28.0","0.00","0.00","0.00"
"1960-10-24","47.0","17.0","0.00","0.00","0.00"
"1960-10-25","57.0","36.0","T","0.00","0.00"
"1960-10-26","47.0","30.0","0.00","0.00","0.00"
"1960-10-27","59.0","27.0","0.00","0.00","0.00"
"1960-10-28","60.0","27.0","0.00","0.00","0.00"
"1960-10-29","54.0","43.0","0.22","0.00","0.00"
"1960-10-30","49.0","44.0","0.07","0.00","0.00"
"1960-10-31","45.0","39.0","T","0.00","0.00"
"1960-11-01","40.0","35.0","0.03","T","0.00"
"1960-11-02","39.0","26.0","0.00","0.00","0.00"
"1960-11-03","53.0","25.0","0.00","0.00","0.00"
"1960-11-04","46.0","31.0","0.00","0.00","0.00"
"1960-11-05","41.0","26.0","0.01","0.00","0.00"
"1960-11-06","40.0","20.0","0.01","T","0.00"
"1960-11-07","44.0","20.0","T","0.00","0.00"
"1960-11-08","45.0","23.0","0.02","T","0.00"
"1960-11-09","28.0","16.0","T","T","0.00"
"1960-11-10","34.0","9.0","0.00","0.00","0.00"
"1960-11-11","41.0","26.0","0.00","0.00","0.00"
"1960-11-12","46.0","27.0","0.00","0.00","0.00"
"1960-11-13","46.0","23.0","0.00","0.00","0.00"
"1960-11-14","51.0","40.0","T","0.00","0.00"
"1960-11-15","52.0","37.0","T","0.00","0.00"
"1960-11-16","38.0","21.0","0.00","0.00","0.00"
"1960-11-17","36.0","18.0","0.17","1.60","0.00"
"1960-11-18","33.0","21.0","0.00","0.00","T"
"1960-11-19","42.0","25.0","0.00","0.00","T"
"1960-11-20","51.0","20.0","0.00","0.00","0.00"
"1960-11-21","60.0","37.0","0.00","0.00","0.00"
"1960-11-22","44.0","20.0","0.00","0.00","0.00"
"1960-11-23","44.0","19.0","0.00","0.00","0.00"
"1960-11-24","45.0","28.0","0.00","0.00","0.00"
"1960-11-25","61.0","25.0","0.00","0.00","0.00"
"1960-11-26","52.0","32.0","0.00","0.00","0.00"
"1960-11-27","38.0","34.0","T","0.00","0.00"
"1960-11-28","43.0","21.0","0.61","0.60","0.00"
"1960-11-29","25.0","12.0","0.02","0.20","T"
"1960-11-30","19.0","3.0","T","T","T"
"1960-12-01","28.0","2.0","0.00","0.00","T"
"1960-12-02","39.0","25.0","0.00","0.00","T"
"1960-12-03","43.0","27.0","0.00","0.00","T"
"1960-12-04","51.0","33.0","0.50","0.00","0.00"
"1960-12-05","51.0","21.0","T","T","0.00"
"1960-12-06","24.0","13.0","T","T","0.00"
"1960-12-07","25.0","10.0","T","T","0.00"
"1960-12-08","12.0","0.0","0.00","0.00","0.00"
"1960-12-09","36.0","4.0","0.00","0.00","0.00"
"1960-12-10","29.0","17.0","0.00","0.00","0.00"
"1960-12-11","22.0","13.0","0.00","0.00","0.00"
"1960-12-12","18.0","4.0","0.00","0.00","0.00"
"1960-12-13","33.0","8.0","0.00","0.00","0.00"
"1960-12-14","47.0","16.0","0.00","0.00","0.00"
"1960-12-15","37.0","7.0","T","T","0.00"
"1960-12-16","22.0","5.0","T","0.10","0.00"
"1960-12-17","26.0","2.0","T","0.10","T"
"1960-12-18","24.0","5.0","T","T","T"
"1960-12-19","12.0","-1.0","0.00","0.00","T"
"1960-12-20","10.0","-4.0","0.00","0.00","T"
"1960-12-21","6.0","-7.0","T","T","T"
"1960-12-22","0.0","-12.0","T","T","T"
"1960-12-23","9.0","-12.0","0.03","1.00","T"
"1960-12-24","24.0","-1.0","T","0.20","1.00"
"1960-12-25","26.0","8.0","0.02","0.30","1.00"
"1960-12-26","24.0","8.0","T","T","1.00"
"1960-12-27","11.0","-6.0","T","T","1.00"
"1960-12-28","22.0","4.0","T","T","1.00"
"1960-12-29","25.0","14.0","T","T","1.00"
"1960-12-30","40.0","12.0","0.00","0.00","1.00"
"1960-12-31","30.0","20.0","T","T","T"
"1961-01-01","24.0","7.0","T","T","T"
"1961-01-02","11.0","-3.0","T","T","T"
"1961-01-03","9.0","-1.0","0.06","1.20","1.00"
"1961-01-04","26.0","0.0","0.00","0.00","1.00"
"1961-01-05","35.0","3.0","0.00","0.00","1.00"
"1961-01-06","43.0","15.0","0.00","0.00","1.00"
"1961-01-07","39.0","10.0","0.00","0.00","T"
"1961-01-08","19.0","1.0","0.00","0.00","T"
"1961-01-09","34.0","12.0","0.00","0.00","T"
"1961-01-10","41.0","12.0","0.00","0.00","T"
"1961-01-11","42.0","11.0","0.00","0.00","0.00"
"1961-01-12","43.0","15.0","0.00","0.00","0.00"
"1961-01-13","40.0","19.0","0.00","0.00","0.00"
"1961-01-14","27.0","11.0","0.00","0.00","0.00"
"1961-01-15","26.0","22.0","0.00","0.00","0.00"
"1961-01-16","46.0","20.0","0.00","0.00","0.00"
"1961-01-17","39.0","17.0","0.00","0.00","0.00"
"1961-01-18","24.0","14.0","T","T","0.00"
"1961-01-19","18.0","2.0","T","T","0.00"
"1961-01-20","12.0","-7.0","0.07","1.20","1.00"
"1961-01-21","6.0","-17.0","T","T","1.00"
"1961-01-22","0.0","-15.0","0.00","0.00","1.00"
"1961-01-23","12.0","-17.0","T","T","1.00"
"1961-01-24","-7.0","-21.0","0.00","0.00","1.00"
"1961-01-25","7.0","-17.0","T","T","T"
"1961-01-26","8.0","-7.0","0.01","0.20","T"
"1961-01-27","13.0","-14.0","T","T","T"
"1961-01-28","14.0","-7.0","T","T","T"
"1961-01-29","15.0","-11.0","0.00","0.00","T"
"1961-01-30","11.0","-6.0","0.14","2.00","T"
"1961-01-31","20.0","-2.0","T","T","2.00"
"1961-02-01","15.0","-1.0","T","T","2.00"
"1961-02-02","13.0","5.0","0.02","0.20","2.00"
"1961-02-03","18.0","-4.0","0.00","0.00","2.00"
"1961-02-04","25.0","-9.0","0.00","0.00","2.00"
"1961-02-05","28.0","0.0","0.00","0.00","1.00"
"1961-02-06","28.0","5.0","T","T","1.00"
"1961-02-07","34.0","2.0","0.00","0.00","1.00"
"1961-02-08","39.0","7.0","0.00","0.00","T"
"1961-02-09","39.0","16.0","0.00","0.00","T"
"1961-02-10","40.0","12.0","0.00","0.00","0.00"
"1961-02-11","51.0","23.0","T","T","0.00"
"1961-02-12","40.0","25.0","0.00","0.00","0.00"
"1961-02-13","38.0","25.0","0.00","0.00","0.00"
"1961-02-14","33.0","17.0","T","T","0.00"
"1961-02-15","32.0","27.0","0.01","0.10","T"
"1961-02-16","39.0","28.0","T","T","0.00"
"1961-02-17","37.0","16.0","0.00","0.00","0.00"
"1961-02-18","21.0","8.0","0.70","7.00","3.00"
"1961-02-19","15.0","-9.0","0.00","0.00","7.00"
"1961-02-20","33.0","8.0","0.00","0.00","7.00"
"1961-02-21","42.0","16.0","0.00","0.00","6.00"
"1961-02-22","47.0","24.0","T","0.00","3.00"
"1961-02-23","37.0","19.0","0.13","1.10","1.00"
"1961-02-24","21.0","13.0","0.03","0.30","2.00"
"1961-02-25","27.0","5.0","0.00","0.00","2.00"
"1961-02-26","39.0","22.0","0.00","0.00","1.00"
"1961-02-27","40.0","23.0","0.00","0.00","T"
"1961-02-28","41.0","24.0","0.00","0.00","T"
"1961-03-01","42.0","26.0","0.01","T","T"
"1961-03-02","48.0","28.0","0.06","0.00","T"
"1961-03-03","38.0","25.0","0.01","0.10","0.00"
"1961-03-04","31.0","24.0","0.39","4.30","1.00"
"1961-03-05","29.0","15.0","0.70","6.00","4.00"
"1961-03-06","32.0","6.0","0.11","1.80","10.00"
"1961-03-07","33.0","4.0","T","T","8.00"
"1961-03-08","38.0","25.0","T","T","7.00"
"1961-03-09","33.0","14.0","0.00","0.00","5.00"
"1961-03-10","32.0","17.0","0.10","1.20","5.00"
"1961-03-11","35.0","19.0","0.00","0.00","6.00"
"1961-03-12","35.0","8.0","0.00","0.00","5.00"
"1961-03-13","38.0","26.0","0.00","0.00","4.00"
"1961-03-14","46.0","19.0","T","0.00","4.00"
"1961-03-15","37.0","26.0","0.00","0.00","2.00"
"1961-03-16","34.0","19.0","0.00","0.00","2.00"
"1961-03-17","35.0","22.0","0.00","0.00","1.00"
"1961-03-18","41.0","24.0","0.00","0.00","1.00"
"1961-03-19","45.0","30.0","0.00","0.00","1.00"
"1961-03-20","42.0","26.0","T","T","T"
"1961-03-21","35.0","32.0","0.10","0.90","T"
"1961-03-22","36.0","31.0","0.07","0.70","T"
"1961-03-23","50.0","31.0","T","T","T"
"1961-03-24","55.0","25.0","0.00","0.00","T"
"1961-03-25","61.0","38.0","T","0.00","0.00"
"1961-03-26","59.0","49.0","0.02","0.00","0.00"
"1961-03-27","52.0","31.0","1.24","0.10","0.00"
"1961-03-28","34.0","24.0","0.00","0.00","0.00"
"1961-03-29","36.0","20.0","T","T","0.00"
"1961-03-30","50.0","22.0","T","0.00","0.00"
"1961-03-31","44.0","24.0","0.00","0.00","0.00"
"1961-04-01","30.0","16.0","0.00","0.00","0.00"
"1961-04-02","43.0","15.0","0.00","0.00","0.00"
"1961-04-03","47.0","21.0","0.00","0.00","0.00"
"1961-04-04","46.0","23.0","0.21","0.00","0.00"
"1961-04-05","40.0","28.0","0.18","0.20","0.00"
"1961-04-06","39.0","27.0","0.05","0.30","T"
"1961-04-07","43.0","26.0","0.00","0.00","0.00"
"1961-04-08","45.0","24.0","0.00","0.00","0.00"
"1961-04-09","48.0","24.0","0.00","0.00","0.00"
"1961-04-10","53.0","23.0","0.00","0.00","0.00"
"1961-04-11","49.0","34.0","0.16","T","0.00"
"1961-04-12","49.0","29.0","0.02","T","0.00"
"1961-04-13","50.0","23.0","0.00","0.00","0.00"
"1961-04-14","45.0","37.0","0.70","0.00","0.00"
"1961-04-15","37.0","21.0","0.30","2.00","T"
"1961-04-16","33.0","22.0","0.46","5.00","1.00"
"1961-04-17","39.0","33.0","0.05","0.20","5.00"
"1961-04-18","51.0","33.0","0.00","0.00","1.00"
"1961-04-19","66.0","34.0","0.00","0.00","T"
"1961-04-20","58.0","42.0","0.14","0.00","0.00"
"1961-04-21","65.0","34.0","0.00","0.00","0.00"
"1961-04-22","67.0","37.0","0.00","0.00","0.00"
"1961-04-23","52.0","42.0","0.12","0.00","0.00"
"1961-04-24","49.0","40.0","T","0.00","0.00"
"1961-04-25","44.0","31.0","T","0.00","0.00"
"1961-04-26","51.0","30.0","0.00","0.00","0.00"
"1961-04-27","52.0","28.0","0.00","0.00","0.00"
"1961-04-28","46.0","30.0","0.00","0.00","0.00"
"1961-04-29","57.0","30.0","T","0.00","0.00"
"1961-04-30","50.0","31.0","0.00","0.00","0.00"
"1961-05-01","54.0","30.0","0.00","0.00","0.00"
"1961-05-02","56.0","24.0","0.00","0.00","0.00"
"1961-05-03","62.0","31.0","0.00","0.00","0.00"
"1961-05-04","67.0","39.0","0.00","0.00","0.00"
"1961-05-05","62.0","47.0","T","0.00","0.00"
"1961-05-06","55.0","44.0","0.55","0.00","0.00"
"1961-05-07","68.0","41.0","0.22","0.00","0.00"
